Super-Aggregation,Aggregation Level,Year,Sample Year End Date,Metric,Result Category,Concern Category,Proportion 2007,Lower Bound 2007,Upper Bound 2007,Change Analysis,Detectable,Proportion 2012,Lower Bound 2012,Upper Bound 2012,Proportions Difference,Lower Bound Difference,Upper Bound Difference,DiffEst,LB2-LB1,Significant
Fed_nonFed,BLM,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Fed_nonFed,DOD,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.01,0.00,0.04,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Fed_nonFed,DOD,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.82,0.58,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Fed_nonFed,DOD,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.10,0.00,0.30,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Fed_nonFed,DOD,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.06,0.00,0.17,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Fed_nonFed,DOD,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.47,0.22,0.71,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.30,0.13,0.48,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.22,0.00,0.45,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.00,0.00,0.01,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Fed_nonFed,Forest Service,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.08,0.06,0.11,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.36,0.29,0.43,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.33,0.26,0.39,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.23,0.17,0.28,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Fed_nonFed,Non Federal,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.07,0.00,0.18,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.07,0.00,0.18,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.77,0.49,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.09,0.00,0.24,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Fed_nonFed,US FWS,2007,12/31/07,Trophic_State,Mesotrophic,Mesotrophic,0.01,0.00,0.03,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Fed_nonFed,US FWS,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.79,0.51,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Fed_nonFed,US FWS,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.20,0.00,0.46,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Fed_nonFed,US FWS,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
Fed_nonFed,US NPS,2007,12/31/07,Trophic_State,Oligotrophic,Oligotrophic,0.45,0.09,0.81,No,,0.01,0.01,0.02,,,,0.032,0.015,No
Fed_nonFed,US NPS,2007,12/31/07,Trophic_State,Eutrophic,Eutrophic,0.42,0.00,0.87,No,,0,0,0,,,,0.083,0.083,No
Fed_nonFed,US NPS,2007,12/31/07,Trophic_State,Hypereutrophic,Hypereutrophic,0.13,0.00,0.34,No,,0.88,0.86,0.9,,,,0.04,0.009,No
Fed_nonFed,US NPS,2007,12/31/07,Trophic_State,Total,Total,1.00,1.00,1.00,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
Fed_nonFed,BLM,2007,12/31/07,Zooplankton,Good,Good,0.25,0.11,0.39,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
Fed_nonFed,BLM,2007,12/31/07,Zooplankton,Fair,Fair,0.63,0.42,0.85,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
Fed_nonFed,BLM,2007,12/31/07,Zooplankton,Poor,Poor,0.12,0.00,0.26,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Fed_nonFed,BLM,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Fed_nonFed,DOD,2007,12/31/07,Zooplankton,Good,Good,0.13,0.00,0.37,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Fed_nonFed,DOD,2007,12/31/07,Zooplankton,Fair,Fair,0.80,0.54,1.00,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Fed_nonFed,DOD,2007,12/31/07,Zooplankton,Poor,Poor,0.06,0.00,0.17,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Fed_nonFed,DOD,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Zooplankton,Good,Good,0.78,0.63,0.93,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Fed_nonFed,Forest Service,2007,12/31/07,Zooplankton,Fair,Fair,0.16,0.04,0.29,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Fed_nonFed,Forest Service,2007,12/31/07,Zooplankton,Poor,Poor,0.06,0.01,0.11,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Fed_nonFed,Forest Service,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Zooplankton,Good,Good,0.53,0.46,0.60,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Zooplankton,Fair,Fair,0.27,0.21,0.32,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Zooplankton,Poor,Poor,0.20,0.14,0.26,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Fed_nonFed,Non Federal,2007,12/31/07,Zooplankton,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Fed_nonFed,Non Federal,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Zooplankton,Good,Good,0.98,0.96,1.00,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Zooplankton,Fair,Fair,0.01,0.00,0.03,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Zooplankton,Poor,Poor,0.01,0.00,0.02,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Fed_nonFed,US FWS,2007,12/31/07,Zooplankton,Good,Good,0.92,0.80,1.00,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Fed_nonFed,US FWS,2007,12/31/07,Zooplankton,Fair,Fair,0.03,0.00,0.08,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Fed_nonFed,US FWS,2007,12/31/07,Zooplankton,Poor,Poor,0.05,0.00,0.14,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Fed_nonFed,US FWS,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Fed_nonFed,US NPS,2007,12/31/07,Zooplankton,Good,Good,0.89,0.69,1.00,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Fed_nonFed,US NPS,2007,12/31/07,Zooplankton,Fair,Fair,0.11,0.00,0.31,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Fed_nonFed,US NPS,2007,12/31/07,Zooplankton,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Fed_nonFed,BLM,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.24,0.03,0.45,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Fed_nonFed,BLM,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.36,0.13,0.59,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Fed_nonFed,BLM,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.40,0.15,0.65,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Fed_nonFed,BLM,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Fed_nonFed,DOD,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.84,0.61,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Fed_nonFed,DOD,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.11,0.00,0.31,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Fed_nonFed,DOD,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.05,0.00,0.15,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Fed_nonFed,DOD,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.80,0.64,0.95,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.09,0.00,0.20,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.10,0.00,0.21,No,No,0.99,0.98,0.99,,,,0.028,0.069,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.00,0.00,0.01,No,No,0.01,0.01,0.02,,,,0.032,0.015,No
Fed_nonFed,Forest Service,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,No,No,0,0,0,,,,0.083,0.083,No
Fed_nonFed,Non Federal,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.52,0.44,0.59,No,No,0.88,0.86,0.9,,,,0.04,0.009,No
Fed_nonFed,Non Federal,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.28,0.21,0.35,No,No,0.06,0.04,0.07,,,,0.016,0.052,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.20,0.16,0.25,No,No,0.01,0.01,0.02,,,,0.012,0.003,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.00,0.00,0.00,No,No,0.05,0.03,0.06,,,,0.049,0.035,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.77,0.50,1.00,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.16,0.00,0.37,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.07,0.00,0.18,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Fed_nonFed,US FWS,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.14,0.00,0.33,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Fed_nonFed,US FWS,2007,12/31/07,Shallow_Water_Habitat,Fair,Fair,0.07,0.00,0.19,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Fed_nonFed,US FWS,2007,12/31/07,Shallow_Water_Habitat,Poor,Poor,0.78,0.50,1.00,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Fed_nonFed,US FWS,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Fed_nonFed,US FWS,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Fed_nonFed,US NPS,2007,12/31/07,Shallow_Water_Habitat,Good,Good,0.94,0.81,1.00,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Fed_nonFed,US NPS,2007,12/31/07,Shallow_Water_Habitat,Not Assessed,Not Assessed,0.06,0.00,0.19,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Fed_nonFed,US NPS,2007,12/31/07,Shallow_Water_Habitat,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Fed_nonFed,BLM,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.21,0.01,0.41,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Fed_nonFed,BLM,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.25,0.07,0.42,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Fed_nonFed,BLM,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.54,0.33,0.76,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Fed_nonFed,BLM,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Fed_nonFed,DOD,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.84,0.60,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Fed_nonFed,DOD,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.01,0.00,0.02,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Fed_nonFed,DOD,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.16,0.00,0.39,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Fed_nonFed,DOD,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Fed_nonFed,Forest Service,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.71,0.54,0.88,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.22,0.08,0.36,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.06,0.00,0.13,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lake_Habitat_Complexity,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
Fed_nonFed,Forest Service,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,No,0.18,0.16,0.21,0,-0.03,0.04,0.061,0.013,No
Fed_nonFed,Non Federal,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.33,0.26,0.40,Yes,No,0.35,0.32,0.38,-0.01,-0.05,0.03,0.027,0.011,No
Fed_nonFed,Non Federal,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.30,0.24,0.37,Yes,No,0.61,0.58,0.64,0.02,-0.02,0.06,0.065,0.085,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.36,0.30,0.43,Yes,No,0.23,0.2,0.25,0.02,-0.01,0.06,0.08,0.087,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Lake_Habitat_Complexity,Not Assessed,Not Assessed,0.00,0.00,0.00,Yes,No,0.16,0.14,0.18,-0.04,-0.08,-0.01,0.022,0.052,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,No,0.46,0.43,0.49,-0.01,-0.05,0.04,0.07,0.015,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.80,0.55,1.00,Yes,No,0.19,0.17,0.22,-0.01,-0.04,0.03,0.078,0.07,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.08,0.00,0.22,Yes,No,0.34,0.31,0.37,0.02,-0.02,0.06,0.039,0.095,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.12,0.00,0.29,Yes,No,0.34,0.31,0.37,-0.01,-0.05,0.03,0.032,0.032,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,No,0.47,0.44,0.5,-0.01,-0.05,0.03,0.086,0.037,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.18,0.00,0.41,Yes,No,0.19,0.17,0.22,0.02,-0.01,0.05,0.1,0.035,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.03,0.00,0.09,No,,0.99,0.98,0.99,,,,0.028,0.069,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lake_Habitat_Complexity,Poor,Poor,0.79,0.51,1.00,No,,0.01,0.01,0.02,,,,0.032,0.015,No
Fed_nonFed,US FWS,2007,12/31/07,Lake_Habitat_Complexity,Not Assessed,Not Assessed,0.01,0.00,0.02,No,,0,0,0,,,,0.083,0.083,No
Fed_nonFed,US FWS,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,No,,0.88,0.86,0.9,,,,0.04,0.009,No
Fed_nonFed,US NPS,2007,12/31/07,Lake_Habitat_Complexity,Good,Good,0.50,0.07,0.93,No,,0.06,0.04,0.07,,,,0.016,0.052,Yes
Fed_nonFed,US NPS,2007,12/31/07,Lake_Habitat_Complexity,Fair,Fair,0.43,0.01,0.86,No,,0.01,0.01,0.02,,,,0.012,0.003,Yes
Fed_nonFed,US NPS,2007,12/31/07,Lake_Habitat_Complexity,Not Assessed,Not Assessed,0.06,0.00,0.19,No,,0.05,0.03,0.06,,,,0.049,0.035,Yes
Fed_nonFed,US NPS,2007,12/31/07,Lake_Habitat_Complexity,Total,Total,1.00,1.00,1.00,Yes,No,0.54,0.51,0.57,-0.02,-0.07,0.02,0.044,0.006,No
Fed_nonFed,BLM,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.34,0.12,0.56,Yes,No,0.19,0.17,0.22,-0.02,-0.06,0.01,0.028,0.076,No
Fed_nonFed,BLM,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.35,0.13,0.57,Yes,No,0.27,0.24,0.3,0.05,0.01,0.08,0.015,0.035,No
Fed_nonFed,BLM,2007,12/31/07,Lakeshore_Disturbance,High,High,0.31,0.06,0.56,Yes,No,0.58,0.55,0.61,-0.01,-0.05,0.04,0.039,0.025,Yes
Fed_nonFed,BLM,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.28,0.26,0.31,-0.01,-0.05,0.03,0.022,0.066,Yes
Fed_nonFed,DOD,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.85,0.63,1.00,Yes,No,0.14,0.12,0.16,0.01,-0.02,0.04,0.01,0.03,Yes
Fed_nonFed,DOD,2007,12/31/07,Lakeshore_Disturbance,High,High,0.15,0.00,0.37,Yes,Yes,0.71,0.68,0.74,-0.01,-0.05,0.03,0.09,0.079,No
Fed_nonFed,DOD,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,Yes,0.19,0.17,0.22,-0.01,-0.05,0.02,0.047,0.006,No
Fed_nonFed,Forest Service,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.82,0.70,0.93,Yes,Yes,0.1,0.08,0.11,0.03,0,0.05,0.099,0.058,No
Fed_nonFed,Forest Service,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.17,0.06,0.28,Yes,No,0.99,0.98,0.99,0,-0.01,0.01,0.051,0.091,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lakeshore_Disturbance,High,High,0.01,0.00,0.01,Yes,No,0.01,0,0.01,0,-0.01,0.01,0.012,0.062,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.00,0.00,0.01,Yes,No,0,0,0.01,0,-0.01,0.01,0.05,0.018,Yes
Fed_nonFed,Forest Service,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.3,0.26,0.34,0.09,0.065,No
Fed_nonFed,Non Federal,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.23,0.16,0.31,Yes,Yes,0.4,0.37,0.43,-0.3,-0.34,-0.26,0.038,0.086,No
Fed_nonFed,Non Federal,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.57,0.49,0.64,Yes,No,0.13,0.11,0.15,0,-0.03,0.03,0.023,0.025,No
Fed_nonFed,Non Federal,2007,12/31/07,Lakeshore_Disturbance,High,High,0.19,0.14,0.24,Yes,No,0.36,0.33,0.39,-0.01,-0.05,0.03,0.064,0.094,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Lakeshore_Disturbance,Not Assessed,Not Assessed,0.01,0.00,0.02,Yes,No,0.29,0.26,0.32,-0.01,-0.05,0.03,0.098,0.079,Yes
Fed_nonFed,Non Federal,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,No,0.22,0.2,0.25,0.02,-0.02,0.06,0.009,0.087,Yes
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.68,0.31,1.00,Yes,Yes,0.43,0.4,0.46,-0.1,-0.15,-0.06,0.072,0.082,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.12,0.00,0.28,Yes,Yes,0.17,0.14,0.19,-0.1,-0.14,-0.07,0.004,0.011,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lakeshore_Disturbance,High,High,0.21,0.00,0.45,Yes,Yes,0.4,0.37,0.43,0.21,0.17,0.25,0.077,0.085,No
Fed_nonFed,Tribal Land - US Census,2007,12/31/07,Lakeshore_Disturbance,Total,Total,1.00,1.00,1.00,Yes,Yes,0.6,0.57,0.63,0.02,-0.02,0.06,0.03,0.084,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lakeshore_Disturbance,Low,Low,0.88,0.72,1.00,Yes,Yes,0.26,0.23,0.29,0.02,-0.02,0.06,0.058,0.005,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lakeshore_Disturbance,Medium,Medium,0.07,0.00,0.17,Yes,Yes,0.14,0.12,0.16,-0.04,-0.07,-0.01,0.057,0,Yes
Fed_nonFed,US FWS,2007,12/31/07,Lakeshore_Disturbance,High,High,0.04,0.00,0.11,Yes,No,0.46,0.43,0.49,0,-0.04,0.05,0.041,0.091,No
